6069381847670179,18014398509481984,4549369867026391,2251799813685248,8541242406026951,18014398509481984,0
6331985210738375,18014398509481984,4511908573019497,2251799813685248,2393718369436361,4503599627370496,0
1332643804426335,4503599627370496,8672244753851063,4503599627370496,74346687837561,140737488355328,0
2506257876249787,9007199254740992,8726289731854425,4503599627370496,132507784852629,281474976710656,0
6066109527351239,18014398509481984,2275678149242565,1125899906842624,8543125336276377,18014398509481984,0
6327430637454925,18014398509481984,4513744708889515,2251799813685248,1197096529786975,2251799813685248,0
5324233817023747,18014398509481984,4338216469880727,2251799813685248,2378991640718133,4503599627370496,0
1251795505077341,4503599627370496,8730757430379995,4503599627370496,1059994185900991,2251799813685248,0
6331985210738375,18014398509481984,4511908573019497,2251799813685248,2393718369436361,4503599627370496,0
3846068976837185,9007199254740992,4641325069580625,2251799813685248,4784890632947527,9007199254740992,0
947652316513955,2251799813685248,4672753048845517,2251799813685248,665591652192069,1125899906842624,0
6116695521873145,18014398509481984,2267862713367007,1125899906842624,5319678281566807,9007199254740992,0
6327430637454925,18014398509481984,4513744708889515,2251799813685248,1197096529786975,2251799813685248,0
3844803771765797,9007199254740992,4642796447171629,2251799813685248,2393506640348031,4503599627370496,0
947265110815999,2251799813685248,1168536845962787,562949953421312,332927124749853,562949953421312,0
6111427895052081,18014398509481984,4537482203677519,2251799813685248,2660348801095393,4503599627370496,0
6116695521873145,18014398509481984,2267862713367007,1125899906842624,5319678281566807,9007199254740992,0
6331985210738375,18014398509481984,4511908573019497,2251799813685248,2393718369436361,4503599627370496,0
1260447344522001,4503599627370496,4347945781176893,2251799813685248,330471167401393,562949953421312,0
1332643804426335,4503599627370496,8672244753851063,4503599627370496,74346687837561,140737488355328,0
6111427895052081,18014398509481984,4537482203677519,2251799813685248,2660348801095393,4503599627370496,0
6327430637454925,18014398509481984,4513744708889515,2251799813685248,1197096529786975,2251799813685248,0
2517379466881371,9007199254740992,8699995560717827,4503599627370496,5287347041206997,9007199254740992,0
5324233817023747,18014398509481984,4338216469880727,2251799813685248,2378991640718133,4503599627370496,0
8223623422681431,36028797018963968,2397304195113031,1125899906842624,1351208007028753,2251799813685248,0
623374877357537,4503599627370496,1130114549123947,562949953421312,334758265306977,562949953421312,0
482193925805945,2251799813685248,604256150596117,281474976710656,2445063597245977,4503599627370496,0
8680605453866673,72057594037927936,4548866988924907,2251799813685248,4836747029165067,9007199254740992,0
